PlayerName,Club,DistanceCovered(InKms),Goals,MinutestoGoalRatio,ShotsPerGame,AgentCharges,BMI,Cost,PreviousClubCost,Height,Weight,Score,LastName,FirstName,FullName,PlayerID,Goals_x_ShotsPerGame,DistanceCovered(InKms)_x_Goals,Weight_x_DistanceCovered(InKms),BMI_x_DistanceCovered(InKms),Cost_x_Goals,ShotsPerGame_x_MinutestoGoalRatio,GoalToShotRatio,GoalsPerDistance,ShotsPerDistance,ScoringRate,BMI_Category,ScorePerMillion,GoalsPerMillion,CostGrowth,ScoreToAgentRatio,ExpectedScore,ValueAssessment,ValueCategory,Club_CHE,Club_LIV,Club_MUN,ClubMeanScore,ClubEffect,ClubStrengthIndex
"Fortune, Mr. Charles Alexander",MUN,-1.0300616335320452,-0.5046830188042937,-0.5790114811750682,-0.4864264459648973,-0.6079972288885677,0.9844524688520971,0.6843375967306088,0.10613164973694272,-0.22923076058287734,0.3946928867350199,17.71,Fortune,Mr. Charles Alexander,Mr. Charles Alexander Fortune,Mr. Charles Alexander Fortune (MUN),-0.600810863074818,-0.7577994702560703,-0.14951434011166692,0.020421617012528318,0.2243409360563547,-0.5667482922885907,-0.35767412472627635,-0.15840662287857946,1.242108859189486,0.5088844199824246,Overweight,-0.03383669194576995,-0.9811831516231662,0.39999336291539367,0.45172650988805046,0.6843375967306083,0.06331091766315178,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Todoroff, Mr. Lalio",MUN,-0.18058632098183042,-0.6157602559022003,0.1991696253967763,0.11850296247404805,-0.9869350366609773,-0.09037537941814845,0.9079524039950521,-0.5305897152427252,-0.270351137983287,-0.26596887941152747,18.77,Todoroff,Mr. Lalio,Mr. Lalio Todoroff,Mr. Lalio Todoroff (MUN),-0.531597075253241,-0.6134535642850832,-0.2991244302720068,-0.1784754613214652,0.3100994431650123,0.11853155439587817,-0.6572926691512901,-0.5689278842285617,0.6024421811394729,-0.27054016394579367,Normal,-0.16600130717573866,-1.1090043092666606,0.9295511704858898,1.5747337479981305,0.9079524039950515,-0.1022066041609475,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Uruchurtu, Don. Manuel E",MUN,-0.8004737112211752,-0.7268374930001068,-0.7807621384344359,-0.9401235022941067,-1.0079871370927778,-0.3849011599050125,0.9942038296541945,-0.6377303295421887,-0.054469156631139735,-0.3234177286416618,19.83,Uruchurtu,Don. Manuel E,Don. Manuel E Uruchurtu,Don. Manuel E Uruchurtu (MUN),-0.910559695702077,-0.8763994690217056,-0.5646762092241557,-0.7018995918875298,0.29656992910529895,-0.8873144338401193,-0.43639886671310224,-0.4804449498845621,-0.3028105568589695,0.7280058060899901,Normal,0.054302610509606386,-1.1759511803677336,1.0790486131366168,1.8290161407186434,0.9942038296541944,0.22912110497364213,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Wheadon, Mr. Edward H",MUN,-1.833619361620085,0.10624178523419164,-1.5589432450062783,-1.24258820651358,-0.7132577310475703,-0.22807574432109773,1.8247731137792695,-0.7708908073143791,0.12029244732060079,-0.12952786248995754,25.16,Wheadon,Mr. Edward H,Mr. Edward H Wheadon,Mr. Edward H Wheadon (MUN),-0.32703949441422114,-0.5329448462617917,-0.8118814538197433,-1.1571320180985851,1.5122576143914228,-1.3689671885452328,0.5902897099741122,0.9009738875073329,1.5062365028165978,1.6496143715196026,Normal,0.10916486940852142,-1.1773288869359906,1.9672202197275943,1.3973402906522956,1.8247731137792689,0.45964873094133196,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Meyer, Mr. Edgar Joseph",MUN,-0.45609182775487317,0.6616279707237245,0.1991696253967763,0.11850296247404805,-0.9027266349337751,-0.6105767579404019,0.03585465566372355,-0.6538014216871082,-0.04418906228103804,-0.4526776394094643,18.04,Meyer,Mr. Edgar Joseph,Mr. Edgar Joseph Meyer,Mr. Edgar Joseph Meyer (MUN),0.626877264473266,0.4050925105233498,-0.5359827433335964,-0.667726337094412,0.29925435649809956,0.11853155439587817,0.5802790188677907,0.8323757877997391,1.2167497787984352,-0.27054016394579367,Normal,2.4890030450046545,-0.06909450346254771,0.19856575157698408,1.1587995816503618,0.03585465566372335,2.6091553230636073,Undervalued,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Holverson, Mr. Alexander Oskar",MUN,-0.7775149189900887,0.5505507336258174,-0.3484393014500783,-0.18396174174542396,-0.5027367267295649,0.230925472022067,0.9335083819681312,-0.14488350376465692,0.5212161269745874,0.3946928867350199,21.79,Holverson,Mr. Alexander Oskar,Mr. Alexander Oskar Holverson,Mr. Alexander Oskar Holverson (MUN),0.4151241908409141,0.19026190777705632,-0.046103416033155126,-0.3008268815725081,1.0638866550633121,-0.30356452995315636,0.5945775059899314,0.8663291585396664,1.3104672532556567,0.26744650172856704,Normal,1.0287813783277162,-0.727338830856765,0.726014191715702,0.6362215633387439,0.9335083819681302,1.6381560303730596,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Mamee, Mr. Hanna",MUN,0.43930106925751633,-0.11591268896162099,0.285634192793647,-0.03272938963568795,-0.37642412413876175,0.12382518820866276,0.8951744150085122,-0.6254856879079645,-0.29091132668349046,-0.1510711809512578,22.25,Mamee,Mr. Hanna,Mr. Hanna Mamee,Mr. Hanna Mamee (MUN),-0.12556569620091584,0.022807994929135517,0.017251102671071473,0.31104632360612733,0.6133323614557242,0.07703095394140434,-0.1218156239304409,-0.2799800787661799,-0.9665488601324684,-0.35123816379694794,Normal,1.3355858726767944,-0.9347651433365263,0.9791777365347013,0.4874249537252056,0.8951744150085118,2.055978566419215,Undervalued,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Cann, Mr. Ernest Charles",MUN,-0.5708857889103072,-0.7823761115490598,-1.0977988855562963,-1.1669720304587121,-0.7132577310475703,0.11617516793627684,0.3680823693137532,-0.18850503958658135,-0.08530943968144483,-0.036173482490989124,16.25,Cann,Mr. Ernest Charles,Mr. Ernest Charles Cann,Mr. Ernest Charles Cann (MUN),-1.0147230199484114,-0.8622603232613897,-0.27400450958393524,-0.2580177063802883,-0.1390589481983197,-1.136790708553916,-0.4176424994646524,-0.6149194338628398,-1.2893132653531567,1.088150649874652,Normal,0.21233902026222984,-0.9401857191041648,0.2750767039963953,0.4908736275182547,0.36808236931375266,0.32115527819285067,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Kraeff, Mr. Theodor",MUN,-1.7417841926957374,-2.1153029567239376,-1.760693902265646,-1.5450529107330533,-0.7764140323429719,0.6402015565947226,0.19557951799546872,-0.13799589284540598,-0.4965132136855361,0.02845647289291264,16.38,Kraeff,Mr. Theodor,Mr. Theodor Kraeff,Mr. Theodor Kraeff (MUN),-2.14030367833397,-2.1692871779855234,-0.6762035186481852,-0.6121457303260548,-0.8926314059051957,-1.5938645199374735,-1.7975804609991304,-1.7540227242253537,0.5268946366585814,1.9105656676228804,Normal,0.8794189498721999,-1.431298361378928,0.10921364587323636,0.6290818162800499,0.1955795179954682,1.0239957712775984,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Rogers, Mr. William John",MUN,-0.5708857889103072,1.3280913933111629,-0.434903868846949,-0.03272938963568795,0.3182951901106559,0.035849955076222635,0.4543337949728957,-0.6736989643427232,-0.6301544402368668,-0.39522879017932994,19.35,Rogers,Mr. William John,Mr. William John Rogers,Mr. William John Rogers (MUN),1.166196581459223,0.92602506737917,-0.5344295357782666,-0.30980005622535245,1.044916701487524,-0.26565623659952536,1.296474928276133,1.5779676237671896,1.1563757845149245,0.3568948871057469,Normal,1.4694948858760026,-0.14722048144931973,0.5993013362595647,-0.24223288973728638,0.4543337949728952,1.890532613621676,Undervalued,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Lennon, Mr. Denis",MUN,0.7148065760305571,-0.39360578170638716,0.5162063725186369,0.4965838427483894,-0.6079972288885677,-1.1881532885055506,0.709893574703688,-0.857368588856089,0.3258943343226464,-0.6178430809461009,19.2,Lennon,Mr. Denis,Mr. Denis Lennon,Mr. Denis Lennon (MUN),-0.22047767257010892,-0.15466993916677113,-0.2616489186550742,-0.4870741610120426,0.30723605394602516,0.48315072513142676,-0.5553416834105873,-0.6229663039631799,-0.4669381426086712,-0.5611490324573859,Normal,0.564681447858735,-0.9521172261209069,0.9596754200573141,0.5875227105684608,0.7098935747036876,0.8751363324764838,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Samaan, Mr. Youssef",MUN,-1.0300616335320452,-0.7268374930001068,-0.5213684362438197,-0.3351940938551613,0.00251368363364787,0.18885036052394377,0.23710798220172238,0.045673731667960384,0.46981565522407603,0.3372440375048856,17.89,Samaan,Mr. Youssef,Mr. Youssef Samaan,Mr. Youssef Samaan (MUN),-0.7515735692208291,-0.9375987566409839,-0.1893138239354466,-0.46947059471835445,-0.1954319234471242,-0.46257138636414713,-0.6321061963146393,-0.4000739388417603,1.5835102101256826,0.44764591887192035,Normal,1.5366861289456955,-0.8465840758024663,0.06955718404100847,-0.14594011203797838,0.23710798220172155,1.7901862262509245,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Panula, Master. Juha Niilo",MUN,-0.5708857889103072,-0.8379147300980134,-0.5501899587094439,-0.18396174174542396,-0.12379891895715534,-0.07507533887337525,-0.5167933680041149,-0.017845346809578538,0.007211409469473365,-0.10080343787489088,12.2,Panula,Master. Juha Niilo,Master. Juha Niilo Panula,Master. Juha Niilo Panula (MUN),-0.8098227965954243,-0.9093204651203519,-0.32088101429891513,-0.3813090155352033,-0.7230113870454595,-0.39819346174114817,-0.7882367091119594,-0.6726269880109985,0.8302839111991798,0.47819067003409244,Normal,1.4207323495328554,-0.29303001894693964,-0.5165542149024975,-0.41063520274175,-0.5167933680041151,1.0638702883501276,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Nosworthy, Mr. Richard Cater",MUN,-1.259649555842913,-0.7268374930001068,-0.9248697507625551,-0.9401235022941067,-0.8395703336383735,0.5254512525089311,1.3519875212773034,-0.36758292348711336,0.007211409469473365,0.2654329759672174,23.7,Nosworthy,Mr. Richard Cater,Mr. Richard Cater Nosworthy,Mr. Richard Cater Nosworthy (MUN),-0.910559695702077,-0.9987980442602618,-0.3309710242824082,-0.3962256053154708,0.5290771336870349,-0.950179808104869,-0.43639886671310224,-0.31583893688344056,0.7636545620841827,0.8892401354225491,Normal,0.6599831702505852,-1.2827068160782082,1.2172840132922496,1.639801631857621,1.3519875212773032,1.2836655639588421,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Ostby, Mr. Engelhart Cornelius",MUN,-0.502009412217046,0.27285764088105124,-0.3484393014500783,-0.10834556569055595,-0.12379891895715534,0.5139762221003529,1.339209532290764,-0.6407914899507452,-0.4245525532348213,-0.00026795172215503656,24.69,Ostby,Mr. Engelhart Cornelius,Mr. Engelhart Cornelius Ostby,Mr. Engelhart Cornelius Ostby (MUN),0.19617562441523012,0.05594002305405503,-0.22168593929915448,0.038583587890281754,1.2339719746711335,-0.2640491518438855,0.2888219184285141,0.45222048170990187,0.8364571426539333,0.26744650172856704,Normal,1.0569058812244376,-0.9826810558143021,1.4011220461175606,0.3589322254832214,1.3392095322907633,1.930701925973987,Undervalued,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Woolner, Mr. Hugh",MUN,-1.144855594687479,0.2173190223320982,-1.3283710652812883,-1.015739678348976,-0.08169471809355427,-0.9204025789720378,0.1891905235021988,-1.784134902546448,-2.4805714232552774,-1.809906702471393,16.58,Woolner,Mr. Hugh,Mr. Hugh Woolner,Mr. Hugh Woolner (MUN),-0.16154316016757744,-0.21302029443135875,-1.7058983800655234,-1.209052586900101,0.2279559649453256,-1.1625040646441598,0.6084056481409513,0.6808276192548414,0.314810890553981,1.3630339302633272,Normal,1.0127451825859033,-0.40360573315239057,1.1305061005067631,-0.168751138141344,0.18919052350219834,1.1684822661298764,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Novel, Mr. Mansouer",MUN,-0.3183390743683508,-0.2825285446084811,-0.06022407679383988,-0.03272938963568795,0.17093048708805214,-0.7865272242052822,1.4286554551965411,-0.923948827742184,-0.04418906228103804,-0.5603942317159666,21.47,Novel,Mr. Mansouer,Mr. Mansouer Novel,Mr. Mansouer Novel (MUN),-0.2746151897770855,-0.36211442099349656,-0.5678994068577711,-0.7133938803060536,0.9038947824524192,-0.08745889751824278,-0.2854645338004301,-0.18722690454158564,0.5873204913654542,-0.0216584821618595,Normal,-0.3271583681109407,-1.1742781788632448,1.719815310106028,-0.05735109075191873,1.4286554551965411,-0.3470015720773135,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Goodwin, Master. William Frederick",MUN,0.3704246925642551,-0.39360578170638716,0.5162063725186369,0.3453514906386534,-0.2711636219797591,-1.0313278729216357,0.9910093324075594,-0.9285405683550183,0.07917206992019109,-0.6465675055611686,20.12,Goodwin,Master. William Frederick,Master. William Frederick Goodwin,Master. William Frederick Goodwin (MUN),-0.26433591435803944,-0.2559653117779897,-0.4007135469923878,-0.5405538396423334,0.5088186549627027,0.3984479050694487,-0.5109363651768593,-0.521900070400202,-0.08739352695118383,-0.5611490324573859,Normal,0.18116507646739172,-1.0652308859870545,1.289062949048564,0.21294392882585242,0.9910093324075595,0.41667289602522617,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Sirayanian, Mr. Orsen",MUN,-0.6168033733724799,1.6613231046048822,-0.08904559925946208,-0.41081026991002934,-1.2185081414107832,0.07410005643815223,0.3680823693137532,-0.27268695082187416,-0.06474925098124143,-0.050535694798522955,17.51,Sirayanian,Mr. Orsen,Mr. Orsen Sirayanian,Mr. Orsen Sirayanian (MUN),1.2912610990576185,1.1870716838793325,-0.3017753935431334,-0.31064042748057913,1.1255569003672423,-0.3029973235688122,1.820541080121694,1.950467286354176,0.4439678630818768,0.006642661460197142,Normal,0.8535004668296791,0.059265203386083064,0.31373081396572094,2.869244248528818,0.36808236931375266,1.0858329885510538,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Harris, Mr. Henry Birkhardt",MUN,-0.5938445811413936,-0.2825285446084811,-0.11786712172508633,-0.3351940938551613,-0.7974661327747724,0.5866514146880197,1.300875565331145,-0.40278626818550806,-0.12642981708185452,0.22234633904461587,23.7,Harris,Mr. Henry Birkhardt,Mr. Henry Birkhardt Harris,Mr. Henry Birkhardt Harris (MUN),-0.36507281346469206,-0.44568310339775197,-0.0956192057669654,0.0317887439911162,0.8094029382258517,-0.2759604859151012,-0.18332904395249358,-0.0869925733299099,0.5558537841053653,0.035076674301141544,Normal,0.7873488890092281,-1.1355329448636227,1.196252662231097,1.4961023496072428,1.3008755653311443,1.4685382080364953,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Skoog, Master. Harald",MUN,-0.6856797500657411,-0.6712988744511533,-0.5501899587094439,-0.7888911501843706,-0.7553619319111714,0.4221759788317191,1.7512996771066662,-0.24131005663417388,0.2025332021214173,0.3228818251973517,22.39,Skoog,Master. Harald,Master. Harald Skoog,Master. Harald Skoog (MUN),-0.8245564246960569,-0.7992672634187882,-0.06000053626504994,-0.12701377945536865,0.8328111450910698,-0.7090225603614452,-0.4289098745506676,-0.4609017666692279,-0.22452347493440217,0.47819067003409244,Normal,-0.6546262344156405,-1.3642503343671555,1.4735047747940737,1.2266473401253715,1.7512996771066658,-0.9556740318416602,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Stewart, Mr. Albert A",MUN,0.3704246925642551,0.10624178523419164,0.31445571525927124,0.1941191385289174,-1.3448207440015865,-0.09420038955434074,0.7162825691969579,-0.18314800887160815,0.6342971648257149,0.25107076365968356,20.43,Stewart,Mr. Albert A,Mr. Albert A Stewart,Mr. Albert A Stewart (MUN),0.1482056724596815,0.2065113738001064,0.3102000615089553,0.11910995191904142,0.6056012105644597,0.21580744931080764,0.015664203505383452,-0.04625710869443453,-0.3860320803368544,-0.3778935121982734,Normal,1.0968652922172144,-0.774930613673473,0.564685647441101,5.712584896702034,0.7162825691969575,1.598498350173594,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
"Moubarek, Master. Gerios",MUN,-0.3412978665994392,3.438558898171386,-0.23315321158758126,-0.7132749741295027,-1.1974560409789827,-1.4176538966771335,-0.6317952688829714,-0.8963983840651791,-0.34231179843400183,-1.0846149809409444,11.29,Moubarek,Master. Gerios,Master. Gerios Moubarek,Master. Gerios Moubarek (MUN),2.6440137442040976,2.8546467554915234,-0.9644928548200821,-1.1408829975781238,0.5552771450407652,-0.5287454645375681,3.849478142301825,3.6025409817984224,-0.7973150003504524,0.15016030921188037,Normal,1.3581736579349333,2.715922574304155,-0.33565768440624316,1.3071514357849185,-0.6317952688829723,0.9275665022661448,Fair Value,False,False,True,1.5200169580528478,1.5200169580528475,-1.021786137880226
